Type,Seconds,MegaBytes
experiment_started;1492528340;0.0
delta_send;1492528345;0.0025463104248046875
delta_send_protocol;1492528345;6.380081176757813e-4
orset;1492528345;0.0025463104248046875
{<<97,100,115>>,orset};1492528345;6.151199340820313e-4
{<<97,100,115,95,99,111,110,116,114,97,99,116,115>>,orset};1492528345;8.182525634765625e-4
{<<97,100,115,95,119,105,116,104,95,99,111,110,116,114,97,99,116,115>>,orset};1492528345;8.182525634765625e-4
{<<99,111,110,116,114,97,99,116,115>>,orset};1492528345;2.9468536376953125e-4
delta_send;1492528346;0.0025463104248046875
delta_send_protocol;1492528346;0.0012760162353515625
orset;1492528346;0.0025463104248046875
{<<97,100,115>>,orset};1492528346;6.151199340820313e-4
{<<97,100,115,95,99,111,110,116,114,97,99,116,115>>,orset};1492528346;8.182525634765625e-4
{<<97,100,115,95,119,105,116,104,95,99,111,110,116,114,97,99,116,115>>,orset};1492528346;8.182525634765625e-4
{<<99,111,110,116,114,97,99,116,115>>,orset};1492528346;2.9468536376953125e-4
delta_send;1492528347;0.0025463104248046875
delta_send_protocol;1492528347;0.0014886856079101563
orset;1492528347;0.0025463104248046875
{<<97,100,115>>,orset};1492528347;6.151199340820313e-4
{<<97,100,115,95,99,111,110,116,114,97,99,116,115>>,orset};1492528347;8.182525634765625e-4
{<<97,100,115,95,119,105,116,104,95,99,111,110,116,114,97,99,116,115>>,orset};1492528347;8.182525634765625e-4
{<<99,111,110,116,114,97,99,116,115>>,orset};1492528347;2.9468536376953125e-4
delta_send;1492528348;0.0025463104248046875
delta_send_protocol;1492528348;0.0014886856079101563
orset;1492528348;0.0025463104248046875
{<<97,100,115>>,orset};1492528348;6.151199340820313e-4
{<<97,100,115,95,99,111,110,116,114,97,99,116,115>>,orset};1492528348;8.182525634765625e-4
{<<97,100,115,95,119,105,116,104,95,99,111,110,116,114,97,99,116,115>>,orset};1492528348;8.182525634765625e-4
{<<99,111,110,116,114,97,99,116,115>>,orset};1492528348;2.9468536376953125e-4
delta_send;1492528349;0.0025463104248046875
delta_send_protocol;1492528349;0.0014886856079101563
orset;1492528349;0.0025463104248046875
{<<97,100,115>>,orset};1492528349;6.151199340820313e-4
{<<97,100,115,95,99,111,110,116,114,97,99,116,115>>,orset};1492528349;8.182525634765625e-4
{<<97,100,115,95,119,105,116,104,95,99,111,110,116,114,97,99,116,115>>,orset};1492528349;8.182525634765625e-4
{<<99,111,110,116,114,97,99,116,115>>,orset};1492528349;2.9468536376953125e-4
delta_send;1492528350;0.00339508056640625
delta_send_protocol;1492528350;0.00170135498046875
orset;1492528350;0.00339508056640625
{<<97,100,115>>,orset};1492528350;8.20159912109375e-4
{<<97,100,115,95,99,111,110,116,114,97,99,116,115>>,orset};1492528350;0.00109100341796875
{<<97,100,115,95,119,105,116,104,95,99,111,110,116,114,97,99,116,115>>,orset};1492528350;0.00109100341796875
{<<99,111,110,116,114,97,99,116,115>>,orset};1492528350;3.92913818359375e-4
delta_send;1492528351;0.00339508056640625
delta_send_protocol;1492528351;0.00170135498046875
orset;1492528351;0.00339508056640625
{<<97,100,115>>,orset};1492528351;8.20159912109375e-4
{<<97,100,115,95,99,111,110,116,114,97,99,116,115>>,orset};1492528351;0.00109100341796875
{<<97,100,115,95,119,105,116,104,95,99,111,110,116,114,97,99,116,115>>,orset};1492528351;0.00109100341796875
{<<99,111,110,116,114,97,99,116,115>>,orset};1492528351;3.92913818359375e-4
delta_send;1492528352;0.00339508056640625
delta_send_protocol;1492528352;0.00170135498046875
orset;1492528352;0.00339508056640625
{<<97,100,115>>,orset};1492528352;8.20159912109375e-4
{<<97,100,115,95,99,111,110,116,114,97,99,116,115>>,orset};1492528352;0.00109100341796875
