Type,Seconds,MegaBytes
experiment_started;1494016262;0.0
gcounter;1494016267;6.008148193359375e-5
orset;1494016267;0.0025463104248046875
state_max_int;1494016267;6.008148193359375e-5
state_send;1494016267;0.002872467041015625
state_send_protocol;1494016267;7.524490356445313e-4
{gmap,[{pair,[boolean,boolean]}]};1494016267;2.0599365234375e-4
{<<97,100,115>>,orset};1494016267;6.151199340820313e-4
{<<97,100,115,95,99,111,110,116,114,97,99,116,115>>,orset};1494016267;8.182525634765625e-4
{<<97,100,115,95,119,105,116,104,95,99,111,110,116,114,97,99,116,115>>,orset};1494016267;8.182525634765625e-4
{<<99,111,110,116,114,97,99,116,115>>,orset};1494016267;2.9468536376953125e-4
{<<115,116,97,116,117,115,95,116,114,97,99,107,105,110,103>>,{gmap,[{pair,[boolean,boolean]}]}};1494016267;2.0599365234375e-4
{<<122,72,5,123,169,12,134,253,212,70,178,215,5,29,109,33,111,63,71,58>>,state_max_int};1494016267;6.008148193359375e-5
{<<155,183,163,208,206,250,181,119,204,203,206,59,147,159,57,200,244,16,109,230>>,gcounter};1494016267;6.008148193359375e-5
gcounter;1494016268;6.008148193359375e-5
orset;1494016268;0.0025463104248046875
state_max_int;1494016268;6.008148193359375e-5
state_send;1494016268;0.002872467041015625
state_send_protocol;1494016268;7.524490356445313e-4
{gmap,[{pair,[boolean,boolean]}]};1494016268;2.0599365234375e-4
{<<97,100,115>>,orset};1494016268;6.151199340820313e-4
{<<97,100,115,95,99,111,110,116,114,97,99,116,115>>,orset};1494016268;8.182525634765625e-4
{<<97,100,115,95,119,105,116,104,95,99,111,110,116,114,97,99,116,115>>,orset};1494016268;8.182525634765625e-4
{<<99,111,110,116,114,97,99,116,115>>,orset};1494016268;2.9468536376953125e-4
{<<115,116,97,116,117,115,95,116,114,97,99,107,105,110,103>>,{gmap,[{pair,[boolean,boolean]}]}};1494016268;2.0599365234375e-4
{<<122,72,5,123,169,12,134,253,212,70,178,215,5,29,109,33,111,63,71,58>>,state_max_int};1494016268;6.008148193359375e-5
{<<155,183,163,208,206,250,181,119,204,203,206,59,147,159,57,200,244,16,109,230>>,gcounter};1494016268;6.008148193359375e-5
gcounter;1494016269;6.008148193359375e-5
orset;1494016269;0.0025463104248046875
state_max_int;1494016269;6.008148193359375e-5
state_send;1494016269;0.002872467041015625
state_send_protocol;1494016269;7.524490356445313e-4
{gmap,[{pair,[boolean,boolean]}]};1494016269;2.0599365234375e-4
{<<97,100,115>>,orset};1494016269;6.151199340820313e-4
